사업유형,사업번호,사업계획변경순번,사업년도,계속사업여부,계속사업시작연도,사업유형코드,비예산여부,특수사업명코드,사업명,관활시도명,시군구코드,관할시군구,기관ID,수행기관시도명,수행기관시군구,사업기간시작일,사업기간종료일,사업계획서상태코드,목표일자리수,최초등록첨부파일,최근승인첨부파일,삭제여부
사회서비스형,2022-08343,4,2022,N,2022,안전관리지원(B-10),N,105001,시니어가스안전관리원,광주광역시,2920000000,광산구,1345,광주광역시,광산구,2022-01-11,2022-12-31,승인완료,37,(사회서비스형) 2022년 시니어가스안전관리원 사업계획서.hwp,(사회서비스형)+22년10월시니어가스안전관리원+사업계획서.hwp,N
공익활동형,2022-08850,3,2022,Y,2019,공공의료 및 복지시설 봉사(A-15),N,105001,실버지킴이,충청남도,4482500000,태안군,763,충청남도,태안군,2022-02-01,2022-12-31,승인완료,498,3. 실버지킴이.hwp,3. 실버지킴이.hwp,N
사회서비스형,2022-09815,1,2022,Y,2022,보육시설(어린이집 등) 지원(B-01),N,105001,아동복지시설도우미,전라남도,4691000000,신안군,396,전라남도,신안군,2022-02-03,2022-12-31,승인완료,17,2022년 사회서비스형 사업계획서(B-01 아동복지시설도우미 17명)_신안군20211201.hwp,,N
사회서비스형,2022-09034,2,2022,Y,2022,시니어 컨설턴트(B-11),N,105001,드림컨설팅,전라북도,4511000000,전주시,171,전라북도,전주시,2022-01-14,2022-12-30,승인완료,4,2022년+드림컨설팅+사업계획서(14명).hwp,2022년+드림컨설팅+사업계획서(4명) 수정.hwp,N
공익활동형,2022-09569,3,2022,Y,2018,지역사회안전망 구축 지원(A-18),N,105001,영도할매스쿨존안전지킴이사업단,부산광역시,2620000000,영도구,2355,부산광역시,영도구,2022-01-12,2022-12-30,승인완료,70,2022년 영도할매스쿨존안전지킴이사업단+2022년+사업계획서_수정.hwp,2022년 영도할매스쿨존안전지킴이사업단+2022년+사업계획서_2차수정.hwp,N
시장형,2022-10403,1,2022,N,2022,기타(E-07),N,105001,커피공예뱅크,전라북도,4513000000,군산시,2251,전라북도,군산시,2022-01-03,2022-12-31,승인완료,6,2022 시장형사업단 사업계획서(커피공예뱅크 6명).hwp,,N
사회서비스형,2022-08461,2,2022,N,2022,공공행정업무지원(B-12),N,105001,우체국행정지원,서울특별시,1129000000,성북구,74083,서울특별시,성북구,2022-02-01,2022-12-02,승인완료,4,2022년+우체국행정지원+사업계획서_(사회서비스형)+(1).hwp,,N
공익활동형,2022-09902,3,2022,Y,2022,지역사회안전망 구축 지원(A-18),N,105001,방방사업단,대전광역시,3014000000,중구,1516,대전광역시,중구,2022-01-01,2022-12-31,승인완료,20,2022년 방방사업단.hwp,2차2022_방방사업단 변경사업계획서.hwp,N
사회서비스형,2022-10815,1,2022,Y,2021,장애인 서비스 지원(B-06),N,105001,지역사회장애인시설지원사업,부산광역시,2653000000,사상구,2634,부산광역시,사상구,2022-02-01,2022-11-30,승인완료,12,지역사회장애인시설지원사업(22년).hwp,,N
공익활동형,2022-10852,2,2022,Y,2022,지역사회 환경개선 봉사(A-16),N,105001,친환경EM활용활동,경상북도,4784000000,성주군,479,경상북도,성주군,2022-01-03,2022-12-30,승인완료,30,2022년+친환경EM활용활동+사업계획서.hwp,,N
공익활동형,2022-09484,2,2022,N,2022,건강체조 취미생활 지도(A-20),N,105001,노인건강체육강사,전라북도,4574000000,장수군,2717,전라북도,장수군,2022-01-01,2022-12-31,반려,18,22 노인건강체육 사업계획서.hwp,,Y
공익활동형,2022-09645,3,2022,Y,2017,보육시설 봉사(A-10),N,105001,보육시설도우미,경기도,4141000000,군포시,1327,경기도,군포시,2022-01-03,2022-12-31,승인완료,73,2022년 보육시설도우미 사업계획서(최종).hwp,6.2022년 보육시설도우미 사업계획서(변경).hwp,N
사회서비스형,2022-09810,2,2022,Y,2019,보육시설(어린이집 등) 지원(B-01),N,105001,보육교사도우미,경기도,4146000000,용인시,2853,경기도,용인시,2022-02-01,2022-12-31,승인완료,75,2022년 사회서비스형계획서(수정).hwp,,N
공익활동형,2022-08649,2,2022,Y,2019,스쿨존교통지원 봉사(A-08),N,105001,스쿨존도우미,서울특별시,1129000000,성북구,74083,서울특별시,성북구,2022-01-03,2022-12-30,승인완료,107,2022년 스쿨존도우미 사업계획서_ (공익형).hwp,,N
사회서비스형,2022-09690,1,2022,Y,2019,노인 관련 시설지원(B-07),N,105001,사회서비스형 - 취약계층 전문서비스 - 노인복지시설지원(B-7),경기도,4141000000,군포시,1327,경기도,군포시,2022-01-03,2022-12-31,임시,50,2022년 사회서비스형 노인복지시설지원 사업계획서.hwp,,Y
시장형,2022-09962,1,2022,N,2022,기타(E-19),N,105001,아이지킴이사업,부산광역시,2641000000,금정구,154,부산광역시,금정구,2022-01-10,2022-12-31,임시,54,2022년 (시장형)아이지킴이사업계획서 최최최종.hwp,,Y
공익활동형,2022-10129,4,2022,Y,2022,지역사회안전망 구축 지원(A-18),N,105001,실버안전특공대,부산광역시,2614000000,서구,484,부산광역시,서구,2022-01-03,2022-12-30,승인완료,44,2022년 노인일자리 사업계획서(실버안전특공대).hwp,2022년 노인일자리 사업계획서(실버안전특공대).hwp,N
사회서비스형,2022-10491,2,2022,Y,2020,장애인 서비스 지원(B-06),N,105001,(사회) 나누미사업단,전라북도,4513000000,군산시,2938,전라북도,군산시,2022-01-01,2022-12-31,승인완료,31,2022년+나누미+사업계획서.hwp,나누미목변경1.hwp,N
공익활동형,2022-10541,2,2022,Y,2016,스쿨존교통지원 봉사(A-08),N,105001,스쿨존 교통지원 봉사,전라북도,4513000000,군산시,2251,전라북도,군산시,2022-01-14,2022-12-31,승인완료,230,2022년+공익형사업단+사업계획서(스쿨존) 마지막.hwp,2022년+공익형사업단+사업계획서(스쿨존)+변경.hwp,N
공익활동형,2022-11334,1,2022,Y,2014,문화재시설 봉사(A-14),N,105001,문화재관리지원,강원도,4278000000,철원군,323,강원도,철원군,2022-01-24,2022-12-31,승인완료,12,2022년 문화.hwp,,N
사회서비스형,2022-09383,1,2022,N,2022,보육시설(어린이집 등) 지원(B-01),N,105001,보육시설지원,전라남도,4617000000,나주시,510083,전라남도,나주시,2022-02-01,2022-12-31,승인완료,36,2022년 사업계획서_보육시설지원.hwp,,N
사회서비스형,2022-09698,1,2022,Y,2022,시니어 컨설턴트(B-11),N,105001,사회서비스형 - 공공전문 서비스 - 시니어컨설턴트(B-11),경기도,4141000000,군포시,1327,경기도,군포시,2022-01-03,2022-12-31,임시,4,2022년 시니어컨설턴트 사업계획서.hwp,,Y
공익활동형,2022-08354,1,2022,Y,2014,지역사회 환경개선 봉사(A-16),N,105001,생태도시관리,전라북도,4511000000,전주시,171,전라북도,전주시,2022-01-10,2022-12-16,승인완료,61,2022년 생태도시관리사업단 사업계획서.hwp,,N
사회서비스형,2022-08938,5,2022,N,2022,공공행정업무지원(B-12),N,105001,나누리 공공시설도우미,서울특별시,1123000000,동대문구,342083,서울특별시,동대문구,2022-02-01,2022-11-30,승인완료,22,2022년 사회서비스형(나누리공공시설도우미).hwp,2022년+사회서비스형(나누리공공시설도우미)-수정본2.hwp,N
사회서비스형,2022-08332,2,2022,N,2022,공공행정업무지원(B-12),N,105001,우체국 행정업무지원,서울특별시,1168000000,강남구,482,서울특별시,강남구,2022-02-01,2022-11-30,승인완료,10,2022년+우체국+행정지원사업+사업계획서.hwp,,N
공익활동형,2022-08817,3,2022,Y,2017,스쿨존교통지원 봉사(A-08),N,105001,안전한 스쿨존,경기도,4183000000,양평군,2756,경기도,양평군,2022-01-01,2022-12-31,삭제요청,6,2022년 안전한 스쿨존 사업계획서.hwp,,Y
시장형,2022-09746,4,2022,Y,2019,기타(E-19),N,105001,문화예술사업단,세종특별자치시,3611000000,세종시,72083,세종특별자치시,세종시,2022-01-01,2022-12-31,승인완료,13,2022년 사업계획서_문화예술사업단.hwp,2022년 변경 사업계획서_문화예술사업단.hwp,N
공익활동형,2022-10002,1,2022,Y,2021,지역사회안전망 구축 지원(A-18),N,105001,코로나19생활속거리두기홍보단,부산광역시,2671000000,기장군,1913,부산광역시,기장군,2022-01-17,2022-12-31,승인완료,80,코로나19생활속거리두기홍보단.hwp,,N
사회서비스형,2022-10241,4,2022,Y,2021,공공행정업무지원(B-12),N,105001,공공전문서비스 ,경기도,4111000000,수원시,1061,경기도,수원시,2022-01-01,2022-12-30,승인완료,24,2022년 공공전문서비스사업계획서(완).hwp,2022년 공공전문서비스사업계획서(예산전용).hwp,N
시장형,2022-10264,5,2022,Y,2020,기타(E-19),N,105001,학교시설지원사업단,부산광역시,2647000000,연제구,700,부산광역시,연제구,2022-01-18,2022-12-15,승인완료,12,2022년 학교시설지원사업 사업계획서(12명) 최종.hwp,2022년+학교시설지원사업+사업계획서(12명)+최종.hwp,N
사회서비스형,2022-10273,6,2022,Y,2021,안전관리지원(B-10),N,105001,실버안전소방사업,부산광역시,2647000000,연제구,700,부산광역시,연제구,2022-01-03,2022-12-31,승인완료,45,2022년 실버안전소방사업 사업계획서(64명).hwp,2022년 실버안전소방사업 사업계획서(45명).hwp,N
공익활동형,2022-10389,1,2022,Y,2022,지역사회 환경개선 봉사(A-16),N,105001,솔향 경포동 봉사단,강원도,4215000000,강릉시,313,강원도,강릉시,2022-01-10,2022-11-30,승인완료,120,솔향+경포동+봉사단22.hwp,,N
사회서비스형,2022-60117,1,2022,N,2022,취약계층 공익증진 서비스(B-09),N,105001,우리동네 1촌 돌봄단,강원도,4215000000,강릉시,2348,강원도,강릉시,2022-07-25,2022-12-31,임시,42,붙임2) 노인일자 및 사회활동 지원사업 계획서(4).hwp,,Y
시장형,2022-09564,2,2022,Y,2013,카페(E-08),N,105001,실버카페 보나뻬띠,부산광역시,2647000000,연제구,2546,부산광역시,연제구,2022-01-01,2022-12-31,승인완료,10,2022년 시장형사업단 사업계획서.hwp,,N
공익활동형,2022-09872,2,2022,Y,2012,공공의료 및 복지시설 봉사(A-15),N,105001,경로당도우미2,세종특별자치시,3611000000,세종시,498,세종특별자치시,세종시,2022-02-01,2022-12-31,승인완료,110,(세종시노인회)2022년 노인 공익활동 사업계획서( 경로당도우미2).hwp,(세종시노인회)2022년 노인 공익활동 사업계획서 변경_11.18_( 경로당도우미2).hwp,N
시장형,2022-10334,5,2022,Y,2008,지역영농(E-12),N,105001,친환경영농사업단,전라북도,4571000000,완주군,1422,전라북도,완주군,2022-01-14,2022-12-30,승인완료,15,2022년 친환경영농사업 사업계획.hwp,2022년 친환경영농사업단 사업계획.hwp,N
사회서비스형,2022-10563,5,2022,Y,2020,온종일돌봄 시설 지원(B-02),N,105001,(사회) 아이돌사업단,전라북도,4513000000,군산시,2938,전라북도,군산시,2022-01-01,2022-11-30,승인완료,51,아이돌 2022.hwp,아이돌 2022수정.hwp,N
시장형,2022-10609,1,2022,Y,2019,기타(E-15),N,105001,우리동네대장장이,서울특별시,1135000000,노원구,182083,서울특별시,노원구,2022-01-03,2022-12-30,변경심사요청,20,2022년+우리동네대장장이_사업계획서 (1).hwp,,N
사회서비스형,2022-09155,2,2022,Y,2022,안전관리지원(B-10),N,105001,시니어 안전모니터링,부산광역시,2614000000,서구,153,부산광역시,서구,2022-01-14,2022-12-31,승인완료,22,(22)사회서비스형_시니어안전모니터링.hwp,(22)사회서비스형_시니어안전모니터링.hwp,N
공익활동형,2022-09398,1,2022,Y,2016,주정차질서 계도 봉사(A-17),N,105001,장애인전용 주차 위반 예방 사업,경기도,4128000000,고양시,1096,경기도,고양시,2022-01-01,2022-12-31,승인완료,30,2022년 장애인전용(사업계획서)-완료.hwp,,N
공익활동형,2022-09684,1,2022,Y,2021,지역사회 환경개선 봉사(A-16),N,105001,소양호에코사업단(Ⅱ),강원도,4211000000,춘천시,2288,강원도,춘천시,2022-01-01,2022-12-31,승인완료,10,2022. 소양호에코사업단2.hwp,,N
사회서비스형,2022-09714,2,2022,N,2022,공공행정업무지원(B-12),N,105001,행복사랑 우체국 지킴이,경기도,4183000000,양평군,1125,경기도,양평군,2022-01-10,2022-11-30,승인완료,3,사회서비스 - 행복사랑 우체국지킴이3.hwp,,N
사회서비스형,2022-09717,4,2022,Y,2021,노인맞춤돌봄서비스 지원(B-08),N,105001,노인 맞춤 돌봄 서비스 지원,경상남도,4889000000,합천군,361083,경상남도,합천군,2022-01-03,2022-12-31,승인완료,20,2022년 맞춤돌봄서비스지원 사업 (최종안).hwp,2022년+노인맞춤돌봄서비스지원사업+변경계획서(11월).hwp,N
공익활동형,2022-09721,2,2022,Y,2006,지역사회 환경개선 봉사(A-16),N,105001,아름다운마을만들기,전라남도,4691000000,신안군,396,전라남도,신안군,2022-01-05,2022-12-31,승인완료,1064,2022년 노인 공익활동 사업계획서(A-16 아름다운마을만들기-1061명)_신안군20211127.hwp,수정_2022년 노인 공익활동 사업계획서(A-16 아름다운마을만들기-1064명)_신안군20220104.hwp,N
공익활동형,2022-09229,5,2022,Y,2020,기타(A-19),N,105001,가로수지킴이사업,부산광역시,2626000000,동래구,713,부산광역시,동래구,2022-01-03,2022-12-31,승인완료,62,2022년 가로수지킴이사업 사업계획서.hwp,2022년 가로수지킴이사업 사업계획서.hwp,N
공익활동형,2022-09455,1,2022,Y,2021,스쿨존교통지원 봉사(A-08),N,105001,스쿨존학교지원봉사,경기도,4128000000,고양시,652,경기도,고양시,2022-01-13,2022-12-30,승인완료,48,2022년_스쿨존 사업계획서.hwp,,N
공익활동형,2022-09461,1,2022,Y,2022,노노케어(A-01),N,105001,노노케어도시락(행복식탁),부산광역시,2614000000,서구,936,부산광역시,서구,2022-01-03,2022-11-30,승인완료,40,2022년 노노케어도시락(행복식탁) 사업계획서.hwp,,N
공익활동형,2022-09630,1,2022,Y,2016,노노케어(A-01),N,105001,노노케어,부산광역시,2671000000,기장군,1913,부산광역시,기장군,2022-01-17,2022-12-31,승인완료,200,2022년+노노케어+사업계획서.hwp,,N
공익활동형,2022-09677,1,2022,Y,2021,기타(A-19),N,105001,소양호에코사업단,강원도,4211000000,춘천시,2288,강원도,춘천시,2022-01-01,2022-12-31,승인완료,20,2022. 에코사업단1.hwp,,N
사회서비스형,2022-08350,2,2022,Y,2021,노인일자리 담당자 업무지원(B-14),N,105001,사회활동지원사업,충청남도,4423000000,논산시,2026,충청남도,논산시,2022-02-01,2022-11-30,승인완료,16,2022년사회활동지원사업.hwp,,N
공익활동형,2022-09440,1,2022,Y,2017,지역사회 환경개선 봉사(A-16),N,105001,365우리동네지킴이,경기도,4128000000,고양시,652,경기도,고양시,2022-01-03,2022-12-30,승인완료,85,2022년365우리동네 사업계획서.hwp,,N
공익활동형,2022-09600,2,2022,Y,2008,스쿨존교통지원 봉사(A-08),N,105001,스쿨존교통지도사업,서울특별시,1120000000,성동구,201,서울특별시,성동구,2022-01-03,2022-12-31,승인완료,120,2022년 노인 공익활동 사업계획서(스쿨존교통지도사업).hwp,,N
사회서비스형,2022-09694,1,2022,N,2022,공공행정업무지원(B-12),N,105001,사회서비스형 - 공공전문 서비스 - 치매서포터즈(B-12),경기도,4141000000,군포시,1327,경기도,군포시,2022-01-03,2022-12-31,임시,8,2022년 사회서비스형 치매서포터즈 사업계획서.hwp,,Y
사회서비스형,2022-09753,1,2022,N,2022,취약계층 공익증진 서비스(B-09),N,105001,복지시설 건강. 안전지킴이,전라남도,4613000000,여수시,624,전라남도,여수시,2022-02-01,2022-11-30,승인완료,15,2022년 (사회서비스형) 복지시설 건강.안전 지킴이 사업계획서.hwp,,N
사회서비스형,2022-10341,2,2022,Y,2022,시니어 컨설턴트(B-11),N,105001,시니어 컨설턴트,전라북도,4571000000,완주군,1422,전라북도,완주군,2022-01-01,2022-12-31,승인완료,5,7. 2022년  시니어컨설턴트 사업계획서.hwp,7. 2022년  시니어컨설턴트 사업계획서.hwp,N
